RATE,GROSS AMT,PCS,Style,Discount/Charges
616.56,617,1,MEN5004,0.071312804
616.56,617,1,MEN5004,0.071312804
616.56,617,1,MEN5004,0.071312804
616.56,617,1,MEN5009,0.071312804
616.56,617,1,MEN5011,0.071312804
649.03,649,1,MEN5025,-0.004622496
616.56,617,1,MEN5015,0.071312804
649.03,649,1,MEN5022,-0.004622496
649.03,649,1,MEN5014,-0.004622496
649.03,649,1,MEN5013,-0.004622496
649.03,649,1,MEN5013,-0.004622496
616.56,617,1,MEN5003,0.071312804
616.56,617,1,MEN5003,0.071312804
649.03,649,1,MEN5028,-0.004622496
649.03,649,1,MEN5028,-0.004622496
649.03,649,1,MEN5006,-0.004622496
324.35,324,1,BL097,-0.108024691
421.85,422,1,BL104,0.035545024
421.85,422,1,BL104,0.035545024
389.35,389,1,BL103,-0.089974293
584.35,584,1,J0001,-0.059931507
421.85,422,1,JNE3660,0.035545024
421.85,422,1,JNE3647,0.035545024
421.85,422,1,J0116,0.035545024
454.35,454,1,J0165,-0.077092511
454.35,454,1,JNE3656,-0.077092511
519.35,519,1,JNE3673,-0.06743738
486.85,487,1,JNE3649,0.030800821
454.35,454,1,JNE3653,-0.077092511
454.35,454,1,JNE3651,-0.077092511
454.35,454,1,JNE3712,-0.077092511
531.25,531,1,J0036,-0.047080979
421.85,422,1,JNE3658,0.035545024
421.85,422,1,JNE3652,0.035545024
356.85,357,1,JNE3643,0.042016807
356.85,357,1,JNE3643,0.042016807
486.85,487,1,JNE3672,0.030800821
486.85,487,1,JNE3674,0.030800821
519.35,519,1,JNE3670,-0.06743738
421.85,422,1,J0122,0.035545024
421.85,422,1,J0119,0.035545024
421.85,422,1,JNE3421,0.035545024
519.35,519,1,JNE3467,-0.06743738
746.85,747,1,JNE3030,0.020080321
421.85,422,1,JNE3657,0.035545024
454.35,454,1,JNE3667,-0.077092511
1071.85,1072,1,J0092,0.013992537
389.35,389,1,JNE3659,-0.089974293
649.35,649,1,J0214,-0.053929122
584.35,584,1,J0201,-0.059931507
584.35,584,1,J0197,-0.059931507
584.35,584,1,J0213,-0.059931507
454.35,454,1,JNE3640,-0.077092511
1429.35,1429,1,J0233,-0.024492652
1494.35,1494,1,J0237,-0.023427041
1201.85,1202,1,J0234,0.012479201
389.35,389,1,JNE3535,-0.089974293
454.35,454,1,JNE3497,-0.077092511
421.85,422,1,JNE1525,0.035545024
421.85,422,1,JNE2305,0.035545024
421.85,422,1,JNE3365,0.035545024
551.85,552,1,JNE2270,0.027173913
941.85,942,1,SET094,0.015923567
486.85,487,1,JNE2049,0.030800821
291.85,292,1,CH202,0.051369863
356.85,357,1,BTM029,0.042016807
356.85,357,1,BTM008,0.042016807
356.85,357,1,BTM035,0.042016807
291.85,292,1,CH209,0.051369863
291.85,292,1,CH208,0.051369863
291.85,292,1,CH207,0.051369863
291.85,292,1,CH205,0.051369863
291.85,292,1,CH213,0.051369863
519.35,519,1,J0024,-0.06743738
1071.85,1072,1,J0109,0.013992537
1071.85,1072,1,J0109,0.013992537
1071.85,1072,1,J0109,0.013992537
1071.85,1072,1,J0109,0.013992537
1071.85,1072,1,J0109,0.013992537
1071.85,1072,1,J0109,0.013992537
1071.85,1072,1,J0109,0.013992537
1169.35,1169,1,J0110,-0.02994012
1169.35,1169,1,J0110,-0.02994012
1169.35,1169,1,J0110,-0.02994012
1169.35,1169,1,J0110,-0.02994012
1169.35,1169,1,J0110,-0.02994012
1169.35,1169,1,J0110,-0.02994012
1169.35,1169,1,J0110,-0.02994012
1104.35,1104,1,J0127,-0.031702899
1104.35,1104,1,J0127,-0.031702899
1494.35,1494,1,J0281,-0.023427041
1494.35,1494,1,J0281,-0.023427041
1494.35,1494,1,J0281,-0.023427041
1494.35,1494,1,J0281,-0.023427041
1494.35,1494,1,J0281,-0.023427041
1494.35,1494,1,J0281,-0.023427041
1494.35,1494,1,J0281,-0.023427041
1494.35,1494,1,J0285,-0.023427041
1494.35,1494,1,J0285,-0.023427041
1494.35,1494,1,J0285,-0.023427041
1494.35,1494,1,J0285,-0.023427041
1494.35,1494,1,J0285,-0.023427041
1494.35,1494,1,J0285,-0.023427041
1494.35,1494,1,J0285,-0.023427041
454.35,454,1,JNE3615,-0.077092511
454.35,454,1,JNE3615,-0.077092511
454.35,454,1,JNE3615,-0.077092511
454.35,454,1,JNE3615,-0.077092511
454.35,454,1,JNE3615,-0.077092511
454.35,454,1,JNE3615,-0.077092511
454.35,454,1,JNE3615,-0.077092511
486.85,487,1,JNE3619,0.030800821
486.85,487,1,JNE3619,0.030800821
486.85,487,1,JNE3619,0.030800821
486.85,487,1,JNE3619,0.030800821
486.85,487,1,JNE3619,0.030800821
486.85,487,1,JNE3619,0.030800821
486.85,487,1,JNE3619,0.030800821
811.85,812,1,NW005,0.018472906
811.85,812,1,NW005,0.018472906
811.85,812,1,NW006,0.018472906
649.35,649,1,NW013,-0.053929122
779.35,779,1,NW031,-0.044929397
779.35,779,1,NW032,-0.044929397
1071.85,1072,1,SET217,0.013992537
1071.85,1072,1,SET217,0.013992537
1071.85,1072,1,SET217,0.013992537
1071.85,1072,1,SET217,0.013992537
1071.85,1072,1,SET217,0.013992537
1071.85,1072,1,SET217,0.013992537
1071.85,1072,1,SET217,0.013992537
1136.85,1137,1,SET220,0.013192612
1136.85,1137,1,SET220,0.013192612
1136.85,1137,1,SET220,0.013192612
1136.85,1137,1,SET220,0.013192612
1136.85,1137,1,SET220,0.013192612
1136.85,1137,1,SET220,0.013192612
1136.85,1137,1,SET220,0.013192612
844.35,844,1,SET058,-0.041469194
1299.35,1299,1,J0241,-0.026943803
941.85,942,1,J0140,0.015923567
486.85,487,1,JNE3669,0.030800821
779.35,779,1,SET182,-0.044929397
1364.35,1364,1,J0239,-0.025659824
1299.35,1299,1,J0241,-0.026943803
616.85,617,1,JNE3710,0.024311183
649.35,649,1,JNE3629,-0.053929122
779.35,779,1,J0037,-0.044929397
1039.35,1039,1,J0243,-0.033686237
454.35,454,1,JNE2100,-0.077092511
909.35,909,1,SET048,-0.03850385
779.35,779,1,J0037,-0.044929397
486.85,487,1,JNE3669,0.030800821
1364.35,1364,1,J0239,-0.025659824
779.35,779,1,SET182,-0.044929397
616.85,617,1,JNE3710,0.024311183
1234.35,1234,1,J0244,-0.028363047
876.85,877,1,J0148,0.017103763
1494.35,1494,1,J0237,-0.023427041
1364.35,1364,1,J0239,-0.025659824
1039.35,1039,1,J0143,-0.033686237
714.35,714,1,J0161,-0.049019608
1299.35,1299,1,J0186,-0.026943803
454.35,454,1,JNE2100,-0.077092511
779.35,779,1,J0037,-0.044929397
454.35,454,1,JNE2265,-0.077092511
324.35,324,1,BL099,-0.108024691
324.35,324,1,BL099,-0.108024691
389.35,779,2,BL103,50.01925546
421.85,422,1,BL104,0.035545024
421.85,422,1,BL104,0.035545024
421.85,422,1,BL104,0.035545024
584.35,584,1,JNE3288,-0.059931507
389.35,389,1,JNE3405,-0.089974293
421.85,422,1,JNE3439,0.035545024
389.35,389,1,JNE3489,-0.089974293
486.85,487,1,JNE3560,0.030800821
519.35,519,1,JNE3612,-0.06743738
616.56,617,1,MEN5003,0.071312804
616.56,617,1,MEN5005,0.071312804
649.03,649,1,MEN5014,-0.004622496
649.03,1298,2,MEN5014,49.99768875
616.56,617,1,MEN5015,0.071312804
649.03,649,1,MEN5016,-0.004622496
616.56,617,1,MEN5029,0.071312804
356.85,357,1,J0178,0.042016807
551.85,552,1,JNE3609,0.027173913
649.03,649,1,MEN5006,-0.004622496
746.85,747,1,J0204,0.020080321
649.35,649,1,J0202,-0.053929122
421.85,422,1,J0117,0.035545024
519.35,519,1,J0115,-0.06743738
421.85,422,1,J0118,0.035545024
941.85,942,1,J0140,0.015923567
779.35,779,1,SET236,-0.044929397
421.85,422,1,JNE3713,0.035545024
811.85,812,1,SET196,0.018472906
811.85,812,1,SET196,0.018472906
811.85,812,1,SET260,0.018472906
811.85,812,1,SET260,0.018472906
714.35,714,1,SET194,-0.049019608
714.35,714,1,SET194,-0.049019608
1234.35,1234,1,J0246,-0.028363047
1234.35,1234,1,J0242,-0.028363047
1234.35,1234,1,J0242,-0.028363047
1364.35,1364,1,J0239,-0.025659824
1364.35,1364,1,J0239,-0.025659824
974.35,974,1,J0130,-0.035934292
974.35,974,1,J0130,-0.035934292
974.35,974,1,J0130,-0.035934292
811.85,812,1,SET268,0.018472906
811.85,812,1,SET268,0.018472906
811.85,812,1,SET268,0.018472906
811.85,812,1,SET268,0.018472906
811.85,812,1,SET268,0.018472906
811.85,812,1,SET268,0.018472906
779.35,779,1,SET263,-0.044929397
844.35,844,1,SET262,-0.041469194
941.85,942,1,SET229,0.015923567
454.35,454,1,JNE3605,-0.077092511
1039.35,1039,1,J0279,-0.033686237
649.35,649,1,J0138,-0.053929122
876.85,877,1,J0148,0.017103763
811.85,812,1,J0207,0.018472906
616.56,617,1,MEN5029,0.071312804
616.56,617,1,MEN5008,0.071312804
616.56,617,1,MEN5003,0.071312804
649.03,649,1,MEN5013,-0.004622496
649.35,649,1,J0202,-0.053929122
584.35,584,1,J0213,-0.059931507
779.35,779,1,SET098,-0.044929397
779.35,779,1,SET098,-0.044929397
779.35,779,1,SET098,-0.044929397
844.35,844,1,SET062,-0.041469194
844.35,844,1,SET062,-0.041469194
876.85,877,1,J0041,0.017103763
876.85,877,1,J0041,0.017103763
876.85,877,1,J0041,0.017103763
876.85,877,1,J0041,0.017103763
779.35,779,1,SET182,-0.044929397
779.35,779,1,SET182,-0.044929397
876.85,877,1,SET144,0.017103763
876.85,877,1,SET144,0.017103763
876.85,877,1,SET110,0.017103763
876.85,877,1,SET110,0.017103763
844.35,844,1,SET250,-0.041469194
844.35,844,1,SET073,-0.041469194
1201.85,1202,1,J0234,0.012479201
1136.85,1137,1,J0007,0.013192612
1234.35,1234,1,J0244,-0.028363047
1234.35,1234,1,J0244,-0.028363047
1234.35,1234,1,J0246,-0.028363047
1234.35,1234,1,J0246,-0.028363047
1494.35,1494,1,J0284,-0.023427041
1364.35,1364,1,J0230,-0.025659824
1364.35,1364,1,J0230,-0.025659824
1234.35,1234,1,J0011,-0.028363047
1234.35,1234,1,J0011,-0.028363047
1234.35,1234,1,J0011,-0.028363047
649.35,649,1,SET238,-0.053929122
779.35,779,1,SET227,-0.044929397
779.35,779,1,SET228,-0.044929397
941.85,942,1,SET229,0.015923567
574,574,1,SET234,0
583.33,583,1,SET235,-0.056603774
993.75,994,1,SET206,0.025150905
582.59,583,1,SET231,0.070325901
714.35,714,1,SET240,-0.049019608
844.35,844,1,J0137,-0.041469194
876.85,877,1,J0148,0.017103763
779.35,779,1,SET210,-0.044929397
500,500,1,SET241,0
811.85,812,1,SET225,0.018472906
779.35,779,1,SET233,-0.044929397
779.35,779,1,J0211,-0.044929397
454.35,454,1,JNE3697,-0.077092511
618.75,619,1,J0035,0.040387722
616.85,617,1,JNE3391,0.024311183
486.85,487,1,JNE3628,0.030800821
746.85,747,1,J0212,0.020080321
1039.35,1039,1,SET100,-0.033686237
649.35,649,1,J0138,-0.053929122
714.35,714,1,J0151,-0.049019608
1039.35,1039,1,J0283,-0.033686237
421.85,422,1,JNE3364,0.035545024
421.85,422,1,JNE3365,0.035545024
779.35,779,1,J0037,-0.044929397
779.35,779,1,J0037,-0.044929397
551.85,552,1,JNE3609,0.027173913
551.85,552,1,JNE3609,0.027173913
551.85,552,1,J0177,0.027173913
551.85,552,1,J0177,0.027173913
551.85,552,1,J0177,0.027173913
584.35,584,1,J0104,-0.059931507
584.35,584,1,J0104,-0.059931507
584.35,584,1,J0104,-0.059931507
486.85,487,1,JNE3256,0.030800821
486.85,487,1,JNE3256,0.030800821
519.35,519,1,JNE3464,-0.06743738
519.35,519,1,JNE3464,-0.06743738
616.85,617,1,J0033,0.024311183
616.85,617,1,J0033,0.024311183
486.85,487,1,JNE2049,0.030800821
486.85,487,1,JNE2049,0.030800821
649.35,649,1,JNE3637,-0.053929122
519.35,519,1,JNE3523,-0.06743738
519.35,519,1,JNE3523,-0.06743738
486.85,487,1,JNE3688,0.030800821
486.85,487,1,JNE3688,0.030800821
486.85,487,1,JNE3669,0.030800821
486.85,487,1,JNE3669,0.030800821
486.85,487,1,JNE3679,0.030800821
486.85,487,1,JNE3679,0.030800821
486.85,487,1,JNE3679,0.030800821
486.85,487,1,JNE3674,0.030800821
486.85,487,1,JNE3674,0.030800821
486.85,487,1,JNE3672,0.030800821
486.85,487,1,JNE3672,0.030800821
519.35,519,1,JNE3673,-0.06743738
519.35,519,1,JNE3673,-0.06743738
454.35,454,1,JNE3651,-0.077092511
454.35,454,1,JNE3651,-0.077092511
714.35,714,1,J0180,-0.049019608
714.35,714,1,J0180,-0.049019608
941.85,942,1,JNE3709,0.015923567
941.85,942,1,JNE3709,0.015923567
1039.35,1039,1,J0243,-0.033686237
1039.35,1039,1,J0243,-0.033686237
779.35,779,1,J0093,-0.044929397
779.35,779,1,J0093,-0.044929397
779.35,779,1,J0093,-0.044929397
779.35,779,1,J0093,-0.044929397
746.85,747,1,SET038,0.020080321
746.85,747,1,SET038,0.020080321
746.85,747,1,SET187,0.020080321
486.85,2717,6,J0023,82.08133971
486.85,2717,6,J0023,82.08133971
486.85,2717,6,J0023,82.08133971
486.85,2717,6,JNE3672,82.08133971
486.85,2717,6,JNE3672,82.08133971
486.85,2717,6,JNE3672,82.08133971
486.85,2717,6,JNE3674,82.08133971
486.85,2717,6,JNE3674,82.08133971
486.85,2717,6,JNE3674,82.08133971
519.35,2898,6,JNE3673,82.07902001
519.35,2898,6,JNE3673,82.07902001
519.35,2898,6,JNE3673,82.07902001
454.35,2535,6,JNE3676,82.07692308
454.35,2535,6,JNE3676,82.07692308
454.35,2535,6,JNE3676,82.07692308
486.85,2717,6,JNE3686,82.08133971
486.85,2717,6,JNE3686,82.08133971
486.85,2717,6,JNE3686,82.08133971
519.35,2898,6,J0196,82.07902001
519.35,2898,6,J0196,82.07902001
519.35,2898,6,J0196,82.07902001
584.35,3261,6,J0197,82.08065011
584.35,3261,6,J0197,82.08065011
584.35,3261,6,J0197,82.08065011
584.35,3261,6,J0201,82.08065011
584.35,3261,6,J0201,82.08065011
584.35,3261,6,J0201,82.08065011
649.35,2416,4,J0202,73.12293046
649.35,2416,4,J0202,73.12293046
649.35,2416,4,J0202,73.12293046
746.85,2778,4,J0204,73.11555076
746.85,2778,4,J0204,73.11555076
746.85,2778,4,J0204,73.11555076
584.35,3261,6,J0213,82.08065011
584.35,3261,6,J0213,82.08065011
584.35,3261,6,J0213,82.08065011
1104.35,4108,4,J0129,73.11708861
1104.35,4108,4,J0129,73.11708861
1104.35,4108,4,J0129,73.11708861
974.35,3625,4,J0130,73.12137931
974.35,3625,4,J0130,73.12137931
974.35,3625,4,J0130,73.12137931
519.35,2898,6,J0098,82.07902001
519.35,2898,6,J0098,82.07902001
519.35,2898,6,J0098,82.07902001
389.35,2173,6,JNE3405,82.0823746
389.35,2173,6,JNE3405,82.0823746
389.35,2173,6,JNE3405,82.0823746
551.85,3079,6,JNE2170,82.07697304
551.85,3079,6,JNE2170,82.07697304
551.85,3079,6,JNE2170,82.07697304
551.85,3079,6,JNE3609,82.07697304
551.85,3079,6,JNE3609,82.07697304
551.85,3079,6,JNE3609,82.07697304
779.35,2899,4,SET251,73.11659193
779.35,2899,4,SET251,73.11659193
779.35,2899,4,SET251,73.11659193
779.35,2899,4,SET098,73.11659193
779.35,2899,4,SET098,73.11659193
779.35,2899,4,SET098,73.11659193
844.35,3141,4,SET058,73.11843362
844.35,3141,4,SET058,73.11843362
844.35,3141,4,SET058,73.11843362
844.35,3141,4,SET188,73.11843362
844.35,3141,4,SET188,73.11843362
844.35,3141,4,SET188,73.11843362
844.35,3141,4,SET249,73.11843362
844.35,3141,4,SET249,73.11843362
844.35,3141,4,SET249,73.11843362
974.35,3625,4,SET043,73.12137931
974.35,3625,4,SET043,73.12137931
974.35,3625,4,SET043,73.12137931
909.35,3383,4,SET244,73.12001182
909.35,3383,4,SET244,73.12001182
909.35,3383,4,SET244,73.12001182
779.35,2899,4,SET182,73.11659193
779.35,2899,4,SET182,73.11659193
779.35,2899,4,SET182,73.11659193
779.35,2899,4,SET210,73.11659193
779.35,2899,4,SET210,73.11659193
779.35,2899,4,SET210,73.11659193
779.35,2899,4,SET226,73.11659193
779.35,2899,4,SET226,73.11659193
779.35,2899,4,SET226,73.11659193
876.85,3262,4,SET110,73.11925199
876.85,3262,4,SET110,73.11925199
876.85,3262,4,SET110,73.11925199
876.85,3262,4,SET186,73.11925199
876.85,3262,4,SET186,73.11925199
876.85,3262,4,SET186,73.11925199
1364.35,5075,4,J0239,73.11625616
1364.35,5075,4,J0239,73.11625616
1364.35,5075,4,J0239,73.11625616
1299.35,4834,4,J0241,73.12060405
1299.35,4834,4,J0241,73.12060405
1299.35,4834,4,J0241,73.12060405
1169.35,4350,4,J0245,73.1183908
1169.35,4350,4,J0245,73.1183908
1169.35,4350,4,J0245,73.1183908
1494.35,5559,4,J0284,73.11836661
1494.35,5559,4,J0284,73.11836661
1494.35,5559,4,J0284,73.11836661
389.35,2173,6,JNE3479,82.0823746
389.35,2173,6,JNE3479,82.0823746
389.35,2173,6,JNE3479,82.0823746
454.35,2535,6,JNE3576,82.07692308
454.35,2535,6,JNE3576,82.07692308
454.35,2535,6,JNE3576,82.07692308
486.85,2717,6,JNE3225,82.08133971
486.85,2717,6,JNE3225,82.08133971
486.85,2717,6,JNE3225,82.08133971
519.35,2898,6,JNE3523,82.07902001
519.35,2898,6,JNE3523,82.07902001
519.35,2898,6,JNE3523,82.07902001
486.85,2717,6,JNE3474,82.08133971
486.85,2717,6,JNE3474,82.08133971
486.85,2717,6,JNE3474,82.08133971
584.35,3261,6,JNE3288,82.08065011
584.35,3261,6,JNE3288,82.08065011
584.35,3261,6,JNE3288,82.08065011
649.35,1948,3,JNE3273,66.66581109
649.35,1948,3,JNE3273,66.66581109
649.35,1948,3,JNE3273,66.66581109
649.35,1948,3,JNE3273,66.66581109
649.35,1299,2,JNE3273,50.01154734
649.35,1299,2,JNE3273,50.01154734
519.35,1558,3,JNE3635,66.66559692
519.35,1558,3,JNE3635,66.66559692
519.35,1558,3,JNE3635,66.66559692
519.35,1558,3,JNE3635,66.66559692
519.35,1039,2,JNE3635,50.01443696
519.35,1039,2,JNE3635,50.01443696
486.85,1461,3,JNE3557,66.67693361
486.85,1461,3,JNE3557,66.67693361
486.85,1461,3,JNE3557,66.67693361
486.85,974,2,JNE3557,50.01540041
486.85,974,2,JNE3557,50.01540041
486.85,974,2,JNE3566,50.01540041
486.85,1461,3,JNE3555,66.67693361
1039.35,3118,3,J0243,66.66613214
1039.35,2079,2,J0243,50.00721501
1039.35,1039,1,J0243,-0.033686237
1104.35,3313,3,J0185,66.6661636
486.85,1461,3,JNE3554,66.67693361
1494.35,4483,3,J0285,66.66629489
1494.35,4483,3,J0285,66.66629489
1494.35,2989,2,J0285,50.0050184
1494.35,2989,2,J0285,50.0050184
746.85,2241,3,SET055,66.67336011
746.85,2241,3,SET055,66.67336011
486.85,1461,3,JNE3547,66.67693361
486.85,1461,3,JNE3547,66.67693361
876.85,1754,2,SET110,50.00855188
876.85,1754,2,SET110,50.00855188
1039.35,3118,3,J0279,66.66613214
1039.35,3118,3,J0279,66.66613214
1039.35,3118,3,J0279,66.66613214
1039.35,2079,2,J0279,50.00721501
1169.35,3508,3,SET171,66.66619156
1169.35,3508,3,SET171,66.66619156
1169.35,3508,3,SET171,66.66619156
1169.35,2339,2,SET171,50.006413
1494.35,4483,3,J0277,66.66629489
1494.35,4483,3,J0277,66.66629489
1494.35,4483,3,J0277,66.66629489
1039.35,3118,3,J0282,66.66613214
1039.35,3118,3,J0282,66.66613214
1039.35,2079,2,J0282,50.00721501
1039.35,2079,2,J0282,50.00721501
1494.35,4483,3,J0284,66.66629489
1494.35,4483,3,J0284,66.66629489
1494.35,4483,3,J0284,66.66629489
1494.35,2989,2,J0284,50.0050184
519.35,1039,2,J0088,50.01443696
844.35,1689,2,J0081,50.00888099
811.85,1624,2,J0084,50.00923645
714.35,1429,2,J0090,50.01049685
421.85,422,1,J0118,0.035545024
486.85,487,1,JNE3686,0.030800821
486.85,487,1,JNE3688,0.030800821
519.35,519,1,JNE3635,-0.06743738
1169.35,1169,1,SET171,-0.02994012
1169.35,1169,1,SET171,-0.02994012
1039.35,3118,3,J0283,66.66613214
1039.35,3118,3,J0283,66.66613214
1039.35,2079,2,J0283,50.00721501
1039.35,2079,2,J0283,50.00721501
1039.35,1039,1,J0283,-0.033686237
1494.35,1494,1,J0277,-0.023427041
1494.35,1494,1,J0277,-0.023427041
1494.35,1494,1,J0277,-0.023427041
649,3245,5,MEN5014,80
649,3245,5,MEN5014,80
649,1298,2,MEN5014,50
649,1298,2,MEN5014,50
649,1298,2,MEN5032,50
649,1298,2,MEN5032,50
649,1298,2,MEN5032,50
649,1298,2,MEN5032,50
649,1298,2,MEN5032,50
649,9735,15,MEN5021,93.33333333
649,3894,6,MEN5021,83.33333333
649,4543,7,MEN5021,85.71428571
649,3245,5,MEN5021,80
649,1298,2,MEN5021,50
877,877,1,SET195,0
844,844,1,SET073,0
1234,1234,1,J0244,0
1234,1234,1,J0244,0
779,779,1,SET098,0
779,779,1,SET182,0
779,779,1,SET182,0
552,552,1,J0177,0
552,552,1,J0177,0
422,422,1,JNE3365,0
519,519,1,JNE3523,0
519,519,1,JNE3523,0
519,519,1,JNE3523,0
519,519,1,JNE3523,0
519,519,1,JNE3523,0
487,487,1,JNE3554,0
487,487,1,JNE3554,0
487,487,1,JNE3225,0
487,487,1,JNE3555,0
487,487,1,JNE3555,0
454,454,1,JNE3549,0
454,454,1,JNE3549,0
584,584,1,J0104,0
454,454,1,JNE3697,0
454,454,1,JNE3697,0
617,580,1,J0171,-6.379310345
617,1160,2,J0171,46.81034483
617,1160,2,J0171,46.81034483
617,580,1,J0171,-6.379310345
617,1160,2,J0171,46.81034483
649,1220,2,J0138,46.80327869
649,1830,3,J0138,64.53551913
649,1830,3,J0138,64.53551913
649,1220,2,J0138,46.80327869
649,1220,2,J0138,46.80327869
877,1649,2,J0148,46.81625227
877,1649,2,J0148,46.81625227
877,824,1,J0148,-6.432038835
877,1649,2,J0148,46.81625227
747,1404,2,J0341,46.79487179
747,1404,2,J0341,46.79487179
747,2107,3,J0341,64.54674893
747,702,1,J0341,-6.41025641
812,1527,2,J0335,46.82383759
812,1527,2,J0335,46.82383759
812,1527,2,J0335,46.82383759
812,763,1,J0335,-6.422018349
812,763,1,J0335,-6.422018349
974,2747,3,J0194,64.54313797
974,1831,2,J0194,46.80502458
974,1831,2,J0194,46.80502458
974,1831,2,J0194,46.80502458
714,671,1,J0161,-6.408345753
714,671,1,J0161,-6.408345753
649,1220,2,JNE3625,46.80327869
649,1220,2,JNE3625,46.80327869
649,1220,2,JNE3625,46.80327869
649,610,1,JNE3625,-6.393442623
844,793,1,J0081,-6.431273644
844,1587,2,J0081,46.8178954
844,793,1,J0081,-6.431273644
1104,1038,1,J0185,-6.358381503
1104,2076,2,J0185,46.82080925
1104,1038,1,J0185,-6.358381503
1072,2015,2,J0034,46.79900744
1072,2015,2,J0034,46.79900744
1072,1008,1,J0034,-6.349206349
552,1038,2,J0177,46.82080925
552,1038,2,J0177,46.82080925
552,1557,3,J0177,64.54720617
552,519,1,J0177,-6.358381503
552,1038,2,J0177,46.82080925
667,3762,6,J0057,82.27006911
667,3762,6,J0057,82.27006911
667,3762,6,J0057,82.27006911
667,4389,7,J0057,84.80291638
454,854,2,JNE3605,46.83840749
454,1280,3,JNE3605,64.53125
454,1280,3,JNE3605,64.53125
454,854,2,JNE3605,46.83840749
454,854,2,JNE3605,46.83840749
1299,2442,2,J0186,46.80589681
1299,2442,2,J0186,46.80589681
1299,2442,2,J0186,46.80589681
1299,1221,1,J0186,-6.388206388
1299,1221,1,J0186,-6.388206388
454,1707,4,JNE3640,73.4036321
454,3414,8,JNE3640,86.70181605
454,3414,8,JNE3640,86.70181605
454,1707,4,JNE3640,73.4036321
454,1280,3,JNE3683,64.53125
454,1707,4,JNE3683,73.4036321
454,1280,3,JNE3683,64.53125
454,854,2,JNE3683,46.83840749
454,854,2,JNE3683,46.83840749
487,1373,3,JNE3686,64.53022578
487,1831,4,JNE3686,73.40251229
487,1373,3,JNE3686,64.53022578
487,916,2,JNE3686,46.83406114
487,916,2,JNE3686,46.83406114
454,854,2,JNE3680,46.83840749
454,1280,3,JNE3680,64.53125
454,854,2,JNE3680,46.83840749
454,427,1,JNE3680,-6.323185012
456,857,2,J0048,46.79113186
456,857,2,J0048,46.79113186
456,429,1,J0048,-6.293706294
487,1831,4,JNE3672,73.40251229
487,916,2,JNE3672,46.83406114
487,916,2,JNE3672,46.83406114
519,976,2,JNE3662,46.82377049
519,976,2,JNE3662,46.82377049
519,488,1,JNE3662,-6.352459016
487,1373,3,JNE3674,64.53022578
487,2289,5,JNE3674,78.72433377
487,1831,4,JNE3674,73.40251229
487,1373,3,JNE3674,64.53022578
487,1373,3,JNE3674,64.53022578
519,976,2,JNE3673,46.82377049
519,1464,3,JNE3673,64.54918033
519,976,2,JNE3673,46.82377049
519,488,1,JNE3673,-6.352459016
844,793,1,SET272,-6.431273644
844,1587,2,SET272,46.8178954
844,1587,2,SET272,46.8178954
454,1707,4,JNE3639,73.4036321
454,854,2,JNE3639,46.83840749
519,1557,3,J0098,66.66666667
812,812,1,J0084,0
519,519,1,J0115,0
519,519,1,J0196,0
487,487,1,JNE3669,0
487,487,1,JNE3672,0
422,422,1,JNE3678,0
649,649,1,J0202,0
649,649,1,J0214,0
487,487,1,JNE3686,0
812,812,1,NW009,0
584,1168,2,J0201,50
877,877,1,J0210,0
877,877,1,J0210,0
877,877,1,J0210,0
877,877,1,J0210,0
877,877,1,J0210,0
779,779,1,J0211,0
779,779,1,J0211,0
779,779,1,J0211,0
779,779,1,J0211,0
779,779,1,J0211,0
617,617,1,J0353,0
617,617,1,J0353,0
617,617,1,J0353,0
617,617,1,J0353,0
617,617,1,J0353,0
747,747,1,J0212,0
747,747,1,J0212,0
747,747,1,J0212,0
747,747,1,J0212,0
747,747,1,J0212,0
552,552,1,JNE2170,0
552,552,1,JNE2170,0
552,552,1,JNE2170,0
552,552,1,JNE2170,0
552,552,1,JNE2170,0
1299,1299,1,J0236,0
1299,1299,1,J0236,0
1299,1299,1,J0236,0
1299,1299,1,J0236,0
1299,1299,1,J0236,0
1234,1234,1,J0004,0
1234,1234,1,J0004,0
1234,1234,1,J0004,0
1234,1234,1,J0004,0
1234,1234,1,J0004,0
1234,1234,1,J0011,0
1234,1234,1,J0011,0
1234,1234,1,J0011,0
1234,1234,1,J0011,0
1234,1234,1,J0011,0
649,649,1,SET243,0
649,649,1,SET243,0
649,649,1,SET243,0
649,649,1,SET243,0
649,649,1,SET243,0
779,779,1,SET182,0
779,779,1,SET182,0
779,779,1,SET182,0
779,779,1,SET182,0
779,779,1,SET182,0
942,942,1,SET229,0
942,942,1,SET229,0
942,942,1,SET229,0
942,942,1,SET229,0
942,942,1,SET229,0
877,877,1,SET145,0
877,877,1,SET145,0
877,877,1,SET145,0
877,877,1,SET145,0
877,877,1,SET145,0
974,974,1,SET043,0
974,974,1,SET043,0
974,974,1,SET043,0
974,974,1,SET043,0
974,974,1,SET043,0
844,844,1,J0135,0
844,844,1,J0135,0
844,844,1,J0135,0
844,844,1,J0135,0
844,844,1,J0135,0
974,974,1,J0130,0
974,974,1,J0130,0
974,974,1,J0130,0
974,974,1,J0130,0
974,974,1,J0130,0
1104,1104,1,J0129,0
1104,1104,1,J0129,0
1104,1104,1,J0129,0
1104,1104,1,J0129,0
1104,1104,1,J0129,0
969,969,1,SET269,0
